Plant,Plant Description,Storage Location,Storage Location Description,Material Number,MS Code,Material Description,Sales Document,Sales Document Item,Linkage Number,Stock Quantity,Unit,Serial Number,Stock Amount
2Q00,YIL,9002,Receive MFG KD,F9350RS,,PLUG,,0,,40,ST,,548.48
2Q00,YIL,9002,Receive MFG KD,F9350KZ,,VENT SCREW,,0,,40,ST,,373.76
2Q00,YIL,9002,Receive MFG KD,F9350EW,,FLANGE,,0,,70,ST,,"1,689.66"
2Q00,YIL,9002,Receive MFG KD,F9350ER,,VENT PLUG,,0,,40,ST,,848.52
2Q00,YIL,9002,Receive MFG KD,F9342YC,,FILTER,,0,,705,ST,,142.27
2Q00,YIL,9002,Receive MFG KD,F9342YB,,FEEDTHROUGH CAP,,0,,"3,300",ST,,81.83
2Q00,YIL,9002,Receive MFG KD,F9342NJ,,CABLE ASSY,,0,,"4,097",ST,,22.12
2Q00,YIL,9002,Receive MFG KD,F9342MK,,NUT,,0,,"2,363",ST,,3.69
2Q00,YIL,9002,Receive MFG KD,F9341JZ,,CLAMP ASSY,,0,,"5,602",ST,,19.17
2Q00,YIL,9002,Receive MFG KD,F9341JX,,SILICONE RUBBER?SE1811A/B LTV?,,0,,10,ST,,"6,293.48"
2Q00,YIL,9002,Receive MFG KD,F9341JW,,WASHER,,0,,"2,700",ST,,1.47
2Q00,YIL,9002,Receive MFG KD,F9341JS,,COVER,,0,,"3,016",ST,,2.21
2Q00,YIL,9002,Receive MFG KD,F9341JQ,,O-RING,,0,,"2,000",ST,,4.42
2Q00,YIL,9002,Receive MFG KD,F9341JP,,O-RING,,0,,"3,566",ST,,50.13
2Q00,YIL,9002,Receive MFG KD,F9341JE,,RING,,0,,"4,500",ST,,30.96
2Q00,YIL,9002,Receive MFG KD,F9341JD,,SPRING,,0,,"2,550",ST,,30.22
2Q00,YIL,9002,Receive MFG KD,F9341JA,,GLASS,,0,,"3,735",ST,,117.21
2Q00,YIL,9002,Receive MFG KD,F9340XZ,,CONNECTOR,,0,,61,ST,,648.74
2Q00,YIL,9002,Receive MFG KD,F9340XX,,CONNECTOR,,0,,896,ST,,444.53
2Q00,YIL,9002,Receive MFG KD,F9340XW,,CONNECTOR,,0,,10,ST,,577.97
2Q00,YIL,9002,Receive MFG KD,F9340XU,,CONNECTOR(KIDNEY),,0,,17,ST,,577.97
2Q00,YIL,9002,Receive MFG KD,F9340WX,,CONNECTOR,,0,,14,ST,,"2,883.19"
2Q00,YIL,9002,Receive MFG KD,F9340TX,,CONNECTOR,,0,,2,ST,,"3,021.05"
2Q00,YIL,9002,Receive MFG KD,F9340SD,,VENT PLUG,,0,,93,ST,,128.27
2Q00,YIL,9002,Receive MFG KD,F9340SB,,VENT PLUG,,0,,"1,773",ST,,135.64
2Q00,YIL,9002,Receive MFG KD,F9340SA,,VENT PLUG,,0,,23,ST,,428.30
2Q00,YIL,9002,Receive MFG KD,F9340NJ,,LABEL,,0,,684,ST,,5.90
2Q00,YIL,9002,Receive MFG KD,F9340ND,,LABEL,,0,,532,ST,,6.63
2Q00,YIL,9002,Receive MFG KD,F9340GN,,O-RING,,0,,20,ST,,39.07
2Q00,YIL,9002,Receive MFG KD,F9900AS,,BOLT,,0,,800,ST,,111.31
2Q00,YIL,9002,Receive MFG KD,F9340AZ,,BOLT (SUH660),,0,,10,ST,,469.60
2Q00,YIL,9002,Receive MFG KD,F9340EM,,BRACKET,,0,,86,ST,,447.47
2Q00,YIL,9002,Receive MFG KD,F9900RH,,SCREW,,0,,657,ST,,7.37
2Q00,YIL,9002,Receive MFG KD,F9900RG,,TAPPING SCREW,,0,,"20,180",ST,,0.74
2Q00,YIL,9002,Receive MFG KD,F9900RF,,TAG PLATE,,0,,"2,800",ST,,13.27
2Q00,YIL,9002,Receive MFG KD,F9900RE,,TAG PLATE,,0,,"3,600",ST,,13.27
2Q00,YIL,9002,Receive MFG KD,F9900MK,,LABEL,,0,,50,ST,,16.22
2Q00,YIL,9002,Receive MFG KD,F9900GZ,,SCREW,,0,,"42,020",ST,,1.47
2Q00,YIL,9002,Receive MFG KD,F9900GY,,PLUG,,0,,90,ST,,327.32
2Q00,YIL,9002,Receive MFG KD,F9900GX,,PLUG,,0,,260,ST,,327.32
2Q00,YIL,9002,Receive MFG KD,F9900GW,,O-RING,,0,,955,ST,,17.70
2Q00,YIL,9002,Receive MFG KD,F9900GV,,O-RING,,0,,"2,029",ST,,8.85
2Q00,YIL,9002,Receive MFG KD,F9900GU,,O-RING,,0,,90,ST,,61.19
2Q00,YIL,9002,Receive MFG KD,F9900GT,,O-RING,,0,,669,ST,,56.03
2Q00,YIL,9002,Receive MFG KD,F9900GS,,O-RING,,0,,"5,681",ST,,90.67
2Q00,YIL,9002,Receive MFG KD,F9900GR,,O-RING,,0,,678,ST,,79.62
2Q00,YIL,9002,Receive MFG KD,F9900GQ,,PLUG   EXSP-G1/2,,0,,183,ST,,248.45
2Q00,YIL,9002,Receive MFG KD,F9900GP,,PLUG,,0,,140,ST,,246.23
2Q00,YIL,9002,Receive MFG KD,F9900GL,,PLUG,,0,,84,ST,,401.04
2Q00,YIL,9002,Receive MFG KD,F9900GK,,PLUG,,0,,41,ST,,324.37
2Q00,YIL,9002,Receive MFG KD,F9900GH,,O-RING,,0,,"6,800",ST,,3.69
2Q00,YIL,9002,Receive MFG KD,F9900GG,,RING,,0,,794,ST,,7.37
2Q00,YIL,9002,Receive MFG KD,F9900GE,,PLATE,,0,,"2,200",ST,,9.59
2Q00,YIL,9002,Receive MFG KD,F9900GD,,PLATE,,0,,169,ST,,14.01
2Q00,YIL,9002,Receive MFG KD,F9900GC,,SCREW (FOR CASE),,0,,"10,964",ST,,1.47
2Q00,YIL,9002,Receive MFG KD,F9900GB,,O-RING,,0,,"2,731",ST,,5.16
